session_id,user_id,timestamp,attack_type,label,geo_velocity_kmh,device_mismatch_score,token_reuse_flag,login_burst_count,time_since_last_login_minutes
d157ea00-3695-411c-be20-b32bacbdaa24,user_1162,2026-09-03T06:31:12.656589+00:00,token_replay,1,450.57,0.086,True,1,1.74
66f9b672-16cb-4677-aec6-010eb512d3a9,user_1979,2026-08-27T03:53:37.643944+00:00,none,0,121.17,0.05,False,1,798.88
ed2387be-f567-42a4-915f-1ae692704f43,user_1651,2026-09-04T10:48:40.654618+00:00,impossible_travel,1,2243.99,0.094,False,1,1.92
4f79764f-9517-40e5-bb1d-b56de6fddc15,user_1165,2026-09-02T11:43:28.657965+00:00,credential_stuffing,1,298.35,0.022,False,17,4.7
0a0ab66c-826a-4cba-bf5a-0548a2a6dd43,user_1474,2026-09-13T21:49:04.648304+00:00,none,0,786.78,0.041,False,2,904.47
2d6f48f0-dbdf-46d0-a103-c1cc3c1ec0eb,user_1623,2026-09-10T08:56:05.657328+00:00,credential_stuffing,1,727.23,0.051,False,26,3.92
d4916966-a623-4343-a536-8af3844c6b5b,user_1636,2026-09-13T05:47:17.637040+00:00,none,0,214.69,0.047,False,1,814.3
65b07b9d-21d2-40a7-87fe-c42a23bae8db,user_1480,2026-08-23T02:16:09.649351+00:00,none,0,20.01,0.032,False,2,467.67
6e3a4479-e225-4b26-a5a4-6440c69caed4,user_1954,2026-09-18T12:01:39.647033+00:00,none,0,618.35,0.059,False,1,483.27
3204e9ca-3079-4416-b6e5-9b8f0f52f1cb,user_1553,2026-09-19T01:23:17.645201+00:00,none,0,452.23,0.039,False,1,661.08
6ef2037d-dbcc-49fe-8c70-d4226fd1838e,user_1529,2026-08-29T17:18:24.636260+00:00,none,0,108.9,0.022,False,2,35.18
933dec01-946b-4c38-920e-3b2496aa5ce4,user_1988,2026-08-28T11:06:53.643449+00:00,none,0,344.98,0.004,False,1,1053.5
5e0b5d3a-1d0c-4932-860f-ab1d2b4bc439,user_1629,2026-08-24T07:48:35.646820+00:00,none,0,446.76,0.073,False,2,711.74
efe87a3b-802d-4751-94f5-92c70c61479b,user_1444,2026-09-13T00:17:13.642815+00:00,none,0,48.2,0.033,False,1,592.32
df874505-4147-4009-9da5-7936a8d2fadb,user_1578,2026-09-12T23:11:13.646425+00:00,none,0,285.75,0.056,False,1,269.23
3571dbaf-c7c4-4ebb-95f2-9b2df605baf8,user_1490,2026-09-15T21:08:56.648270+00:00,none,0,407.2,0.024,False,1,999.68
e01244bb-3883-4ed5-a19f-860bcdfa397b,user_1210,2026-09-07T03:01:52.641210+00:00,none,0,677.09,0.081,False,1,833.49
7818161e-6225-49e3-a811-ee614b551d45,user_1439,2026-09-08T14:40:47.654049+00:00,impossible_travel,1,6558.52,0.073,False,1,1.25
2d8d0def-2aa4-44b0-b86f-c49f31c124b9,user_1448,2026-08-29T10:43:29.650545+00:00,none,0,866.38,0.076,False,1,1126.67
a46e90cb-4a91-496b-92f6-2dc5fb0e9754,user_1605,2026-09-13T09:45:50.648249+00:00,none,0,822.38,0.09,False,2,1411.56
c520c583-ae8d-4c60-8cce-4654b07ff4ba,user_1514,2026-08-26T00:47:28.638980+00:00,none,0,376.79,0.016,False,1,1154.81
b30d344c-145c-4eb9-9f6a-4667acfa729d,user_1066,2026-09-01T04:28:06.637316+00:00,none,0,442.57,0.058,False,1,222.73
fe56251e-c838-4446-8d07-9ede5851de0d,user_1621,2026-08-28T17:01:22.657378+00:00,credential_stuffing,1,593.28,0.052,False,20,1.35
eedbecb7-4257-48b0-850b-939db649b550,user_1243,2026-08-30T01:47:50.638947+00:00,none,0,549.54,0.075,False,2,340.79
398ebea8-00dd-4ff2-b7f3-00e5fde6910e,user_1129,2026-09-18T13:36:19.642962+00:00,none,0,381.04,0.099,False,2,294.75
a90069c4-e908-449e-b5bd-a201221a22d2,user_1967,2026-09-08T07:11:09.653589+00:00,none,0,608.87,0.094,False,1,774.02
c176e2c8-a313-4d31-beb9-619fc6734f75,user_1815,2026-09-20T06:55:00.645538+00:00,none,0,493.39,0.019,False,2,571.47
6416d527-f5c1-4bf8-9b03-cea40399894b,user_1801,2026-09-08T01:16:54.641848+00:00,none,0,150.27,0.013,False,2,1056.76
38685bfb-6594-43b9-be0b-4817db934cb1,user_1745,2026-09-16T11:20:43.646235+00:00,none,0,101.13,0.005,False,1,1251.66
0a2a06ea-4bed-4481-a12e-8f81526ea634,user_1071,2026-09-04T14:36:55.636719+00:00,none,0,560.84,0.066,False,1,1037.85
fd4a8637-9290-438a-8173-e0aa59281a59,user_1755,2026-09-20T05:58:19.654039+00:00,impossible_travel,1,4908.96,0.029,False,2,0.41
ee0568fe-b45c-4bfc-a269-db5417a06294,user_1616,2026-08-22T23:01:20.653192+00:00,none,0,199.93,0.04,False,2,458.35
258c7152-84c2-46fe-a90a-b8617f6a7334,user_1349,2026-08-28T00:46:46.638898+00:00,none,0,172.8,0.1,False,1,115.73
0d38bd1e-7f72-44a2-b7a0-9b41b8df3aed,user_1010,2026-09-08T11:20:58.652248+00:00,none,0,103.21,0.092,False,2,966.87
53b53efd-fd15-47d7-be7e-c7b55718c5a5,user_1673,2026-09-07T15:43:37.638494+00:00,none,0,26.06,0.027,False,2,1327.41
990e4ac4-29c0-43f2-ad9c-9287a0a80a0f,user_1310,2026-08-30T03:11:19.646445+00:00,none,0,671.05,0.082,False,2,223.06
9d397a8b-aee6-4834-888c-ce48c14667d5,user_1162,2026-09-04T23:41:51.655436+00:00,device_takeover,1,183.39,0.728,False,2,0.06
ad8499b0-c204-48a2-b9a8-076deb019809,user_1994,2026-09-20T10:31:10.650046+00:00,none,0,473.41,0.057,False,2,1325.79
27315fe5-6bac-412d-8cc4-88b3c5f9ed49,user_1992,2026-09-16T09:46:07.654954+00:00,impossible_travel,1,5490.21,0.045,False,1,4.67
40a9b3cb-3f31-464d-b43d-2b93d939390d,user_1650,2026-09-16T23:34:15.649381+00:00,none,0,756.34,0.054,False,2,385.5
2fbeaec3-0f3b-45cb-bb9f-88ac73d2b68a,user_1532,2026-08-30T04:32:41.640205+00:00,none,0,104.62,0.021,False,2,135.5
a3293776-e94b-4568-b160-988d593076c8,user_1657,2026-09-18T19:09:42.652499+00:00,none,0,214.26,0.073,False,2,1065.83
853541be-1bd0-4483-8b59-ee04e7fdc802,user_1986,2026-09-03T23:52:00.643988+00:00,none,0,873.44,0.045,False,1,203.29
83a80e6c-29f1-4a77-8e74-41b2e4505972,user_1370,2026-08-23T01:11:42.654174+00:00,impossible_travel,1,5759.76,0.037,False,2,1.05
9b166c7e-064c-41e1-a709-e858a05f80ed,user_1342,2026-09-09T01:17:56.648370+00:00,none,0,485.67,0.065,False,1,1085.8
66d8c3b1-5148-4f41-a255-abe03344ac35,user_1155,2026-09-15T23:59:41.658029+00:00,credential_stuffing,1,662.29,0.079,False,16,4.16
5e77994d-2327-423d-9979-47cf6f85041e,user_1296,2026-09-06T14:05:37.656536+00:00,token_replay,1,600.78,0.096,True,2,1.84
99d630a9-eb28-4f5a-8032-c017ba0bb446,user_1676,2026-09-13T09:28:35.647288+00:00,none,0,407.68,0.029,False,2,285.78
9166a43b-1a62-41ba-8b6a-4576872bffa4,user_1894,2026-09-04T14:33:04.652979+00:00,none,0,725.64,0.0,False,2,1045.69
83158583-99e0-4ac5-a746-3c2f5effcd96,user_1506,2026-09-04T20:39:26.637169+00:00,none,0,163.66,0.021,False,2,493.39
974efde3-9c01-41ac-a8a6-00fe159d6df9,user_1139,2026-08-28T20:36:02.652684+00:00,none,0,176.14,0.092,False,1,23.42
7a0cee77-0319-44d1-805b-b2720ea958c6,user_1018,2026-08-22T04:08:00.652278+00:00,none,0,90.46,0.029,False,2,246.73
a2a97fbc-a5e8-47f0-99d2-c61d853fd57f,user_1261,2026-09-10T18:25:18.640459+00:00,none,0,297.24,0.008,False,2,1220.64
ee2136cc-eaef-4fce-a35c-037c0deacb22,user_1384,2026-09-10T16:06:55.651669+00:00,none,0,360.28,0.083,False,1,525.64
f02bea2d-b2cb-49fe-8181-d115c509e1cc,user_1607,2026-09-12T05:14:42.647997+00:00,none,0,301.95,0.012,False,1,1092.08
bb1fd68e-e011-4e03-ba6e-498838b14adc,user_1675,2026-09-14T07:28:56.644800+00:00,none,0,811.79,0.054,False,1,1292.15
eb465d7c-4ae2-461b-afb0-25a65125ee8c,user_1306,2026-08-28T14:02:11.639800+00:00,none,0,734.17,0.037,False,1,1411.15
d04bf5fb-7633-4360-89af-78e827e771a8,user_1991,2026-09-11T09:27:18.654194+00:00,impossible_travel,1,2736.35,0.045,False,1,0.37
b2e5b1bc-3780-44bc-8ad3-a917216c00ef,user_1211,2026-09-09T12:16:48.645141+00:00,none,0,182.49,0.025,False,2,228.85
ccce7652-e698-4342-bb37-13bb108f739d,user_1928,2026-09-02T07:30:40.640281+00:00,none,0,338.08,0.068,False,1,942.82
9404d2aa-5cda-410b-bb21-64987feedcc5,user_1992,2026-09-20T05:36:55.656245+00:00,token_replay,1,449.03,0.069,True,2,3.4
a883a345-4168-4c26-84dc-6d1df9800605,user_1446,2026-09-20T13:21:21.636707+00:00,none,0,467.93,0.081,False,1,527.66
5ab0d18b-edd2-44a8-9121-5cf5227d4464,user_1943,2026-09-10T12:07:43.645890+00:00,none,0,590.17,0.093,False,1,676.66
0bac1e32-5dc4-4aba-95a1-a0ace80070c4,user_1171,2026-08-28T18:54:19.652621+00:00,none,0,397.24,0.051,False,2,1096.07
bd2290f3-4b8f-4161-ad88-4f6920a93020,user_1930,2026-08-25T13:04:50.653451+00:00,none,0,166.4,0.081,False,1,570.1
6bd0afb6-f6f9-49ad-b8f9-eefbe60e8f5d,user_1698,2026-08-29T03:46:06.654899+00:00,impossible_travel,1,1708.78,0.063,False,1,4.42
616e56cd-424d-4a25-8873-5d31ce96548a,user_1336,2026-09-14T02:53:38.652510+00:00,none,0,250.31,0.064,False,1,752.45
4207947b-ab03-4b3e-ab95-a2da3fb54551,user_1051,2026-09-08T13:17:07.656025+00:00,device_takeover,1,863.07,0.766,False,1,4.48
4301aa59-37a2-4302-9895-4e3689a1c7ed,user_1591,2026-09-14T07:10:23.641523+00:00,none,0,509.53,0.049,False,2,1288.11
51d10223-c316-4a31-90de-dfcc8f23a09c,user_1445,2026-09-07T07:26:46.639314+00:00,none,0,575.52,0.079,False,1,112.68
536026fc-9b88-4cf2-987d-e09f0da68cec,user_1386,2026-09-01T23:56:41.654441+00:00,impossible_travel,1,1186.44,0.083,False,1,0.66
660d2fb7-f329-407e-8b5f-97d0ad26c527,user_1837,2026-08-25T14:21:19.653461+00:00,none,0,705.13,0.053,False,1,749.62
5af15fc3-e72c-444b-85e1-09ac4eccdda2,user_1825,2026-09-15T14:22:35.655311+00:00,device_takeover,1,80.67,0.705,False,2,0.52
79ca0964-43b3-4a9f-bb8b-19030655d5dc,user_1569,2026-09-02T19:05:12.638469+00:00,none,0,103.4,0.028,False,1,1163.36
523002b9-ec8e-4f89-9ec4-0577e382ce82,user_1848,2026-08-24T21:00:40.639492+00:00,none,0,575.81,0.018,False,1,625.81
14bce467-fd6c-4e13-8e75-e0c68bfed479,user_1925,2026-09-02T18:54:53.656920+00:00,token_replay,1,316.61,0.034,True,1,1.19
83471301-2808-418a-af27-1cc86263e2ff,user_1027,2026-08-31T04:55:14.656393+00:00,token_replay,1,79.59,0.014,True,2,3.93
81dc9fbd-17f6-4c68-a64d-d935cc54d1ed,user_1394,2026-08-28T10:07:50.643693+00:00,none,0,719.91,0.065,False,1,167.24
bd74e9ea-6d0f-4d88-9efd-b2c1af338129,user_1913,2026-08-24T11:23:28.649931+00:00,none,0,37.01,0.018,False,1,727.88
f2d71ed4-754e-4fd9-a7e3-96225aaeceff,user_1383,2026-09-11T14:09:16.652870+00:00,none,0,633.64,0.02,False,1,726.25
077b9565-1b70-4cf3-8b9a-579336fae793,user_1370,2026-08-28T03:14:43.657424+00:00,credential_stuffing,1,544.7,0.045,False,23,1.15
2795b4d5-6ec8-490e-bd6a-5a65a10b4041,user_1501,2026-09-04T20:47:43.646522+00:00,none,0,780.1,0.089,False,2,585.98
8adceaf6-f95d-4c66-8bef-c2557f727860,user_1728,2026-09-02T01:20:38.647354+00:00,none,0,365.43,0.044,False,1,955.67
af8229e1-53f4-486c-a753-5aaf6238cc00,user_1843,2026-08-22T18:48:30.640969+00:00,none,0,122.51,0.032,False,1,692.38
44299640-0ffb-4f01-a21c-6046bb28ab60,user_1477,2026-08-27T13:56:23.651404+00:00,none,0,325.32,0.076,False,1,72.39
cd20a6d7-c565-4ec9-9be0-cc5267712492,user_1857,2026-09-03T23:11:32.638804+00:00,none,0,884.15,0.008,False,1,61.17
f76a0145-6771-4923-b27e-f60c0bdaef20,user_1153,2026-09-04T18:32:23.646128+00:00,none,0,452.16,0.022,False,1,971.67
005c7a95-94e3-42ce-b290-a5e4b709b8eb,user_1314,2026-08-31T05:26:25.643361+00:00,none,0,709.28,0.033,False,2,845.29
468f9015-5341-4943-bee4-6a98e6d94d52,user_1105,2026-08-26T14:14:54.639002+00:00,none,0,766.05,0.029,False,1,396.46
8af20d42-46f3-4756-a8c2-8affd90cee1c,user_1608,2026-08-22T01:43:53.643262+00:00,none,0,254.41,0.068,False,2,96.61
b42da443-a537-40cc-a448-844239400c64,user_1821,2026-08-25T05:55:13.642238+00:00,none,0,715.36,0.099,False,2,693.35
af08e081-692f-4553-8ace-0c5658f470a9,user_1839,2026-09-12T03:07:14.644971+00:00,none,0,576.26,0.044,False,1,1225.56
7a7b2b0a-009e-4451-a08e-eb00a67bc85f,user_1691,2026-09-04T15:43:56.651921+00:00,none,0,225.02,0.075,False,2,278.57
b71bc4f7-ee0b-4df7-ab42-60cbc3188fe4,user_1470,2026-09-06T13:30:00.647861+00:00,none,0,583.01,0.018,False,1,1393.38
a5191200-7f92-4679-8bd3-bc6b5cd80048,user_1319,2026-08-29T14:21:08.655931+00:00,device_takeover,1,589.76,0.954,False,1,4.57
ea17d5ba-982f-4ea0-807d-2533ff6df91c,user_1931,2026-09-16T13:40:18.644844+00:00,none,0,254.94,0.088,False,2,374.95
1660b7c4-0bb4-4ad5-ad22-868cc756f3aa,user_1936,2026-09-17T20:11:22.640448+00:00,none,0,506.15,0.097,False,1,562.38
48a7b0a1-d06d-4ef6-b9b7-2611fc938059,user_1119,2026-09-18T15:22:53.648519+00:00,none,0,894.4,0.057,False,2,378.68
7cc24839-6a46-49d8-8d5f-a4fa57074437,user_1319,2026-09-04T12:07:53.647129+00:00,none,0,735.7,0.071,False,1,1402.23
c6397200-c29b-479a-8bac-c6a09585fab6,user_1488,2026-09-04T22:18:11.640104+00:00,none,0,842.24,0.001,False,2,342.97
e1d37f0b-163a-4384-8535-2dc3d40fa6fd,user_1782,2026-09-01T05:26:13.654009+00:00,impossible_travel,1,5516.73,0.092,False,2,0.66
2bacb09e-9f3c-4a07-8963-31769ac9d2bf,user_1750,2026-09-11T02:07:20.656308+00:00,token_replay,1,388.85,0.092,True,2,1.09
8b37237f-c301-499b-9193-f4c3b36c2054,user_1272,2026-09-13T06:41:27.647807+00:00,none,0,630.05,0.09,False,1,744.57
659e1add-1d7f-489a-aba1-f44676545d4e,user_1159,2026-09-20T10:19:23.648561+00:00,none,0,873.14,0.055,False,2,933.8
f0fdebba-5459-4995-883a-618200d5c3b7,user_1674,2026-09-05T23:52:45.641704+00:00,none,0,184.9,0.061,False,1,1078.16
c9377763-1ed5-490f-97de-152e36b30660,user_1200,2026-09-04T15:00:19.640570+00:00,none,0,207.02,0.057,False,1,721.5
56f4546f-9c06-402e-ae01-c95261d11aad,user_1437,2026-09-12T11:19:56.653355+00:00,none,0,833.39,0.01,False,2,262.77
ece6709f-60bc-46e7-919b-c80e7f0461ce,user_1451,2026-08-25T02:46:43.641366+00:00,none,0,196.69,0.043,False,1,432.21
885bd58e-761b-44d3-addd-38fb9be6fdcd,user_1423,2026-08-31T01:51:56.646204+00:00,none,0,328.74,0.019,False,2,857.21
b4f91095-f0ef-4714-84b0-017ad8965b01,user_1816,2026-09-05T13:31:13.649506+00:00,none,0,417.74,0.056,False,2,610.6
438b555f-1010-4a6a-ab69-c5bb564640be,user_1483,2026-09-19T02:21:09.640258+00:00,none,0,258.38,0.018,False,1,1103.96
2805a06e-1081-46f6-8aa2-740f7fdf124e,user_1933,2026-09-13T23:33:23.657018+00:00,token_replay,1,757.28,0.052,True,2,3.71
46cd84b0-2bfe-405e-9e4e-4d060e636ec4,user_1076,2026-08-25T16:40:39.656805+00:00,token_replay,1,517.82,0.085,True,2,2.0
28b31a50-9532-486b-a551-62525dde2203,user_1616,2026-09-14T21:27:42.644686+00:00,none,0,595.0,0.041,False,2,1038.57
06d5347f-e1aa-44c2-a19d-a5e9c1affbd2,user_1416,2026-09-14T18:39:28.642082+00:00,none,0,482.33,0.096,False,1,653.5
f99b165f-7efa-479c-aac8-2269c4472010,user_1833,2026-09-08T07:03:26.645308+00:00,none,0,428.89,0.063,False,2,1073.49
07223d68-65d7-4866-91a4-363ae81fcd42,user_1580,2026-09-14T22:36:11.649825+00:00,none,0,12.7,0.053,False,2,1192.11
d763c5e6-8e21-4116-aa62-c85b311b3243,user_1739,2026-09-19T14:43:20.657933+00:00,credential_stuffing,1,722.17,0.009,False,20,4.56
78553802-5799-4771-9465-9f8211e4a904,user_1015,2026-09-07T00:17:13.657143+00:00,credential_stuffing,1,719.63,0.095,False,12,4.99
c6553932-7cfa-4194-a100-fcc0875ab5cd,user_1452,2026-09-13T19:41:36.654984+00:00,impossible_travel,1,9458.47,0.097,False,2,0.2
29faa9a0-2b83-4eb7-aee3-011796c298da,user_1214,2026-09-10T01:10:44.653334+00:00,none,0,723.92,0.02,False,1,524.79
1f427471-aa8b-46bf-98e0-4e44173b23a6,user_1291,2026-08-23T20:00:21.650792+00:00,none,0,605.19,0.071,False,1,156.0
e00a7635-4acf-462b-ab4f-671a7747007f,user_1701,2026-08-31T22:11:39.639592+00:00,none,0,267.69,0.007,False,1,231.85
9562bb52-83c2-49b6-ad88-af6451880b33,user_1594,2026-08-31T03:50:46.654638+00:00,impossible_travel,1,5742.51,0.078,False,1,3.52
c630d1c7-73d6-4237-8619-d0c7ea32319d,user_1970,2026-09-11T22:53:42.645944+00:00,none,0,502.58,0.056,False,1,1104.62
05afc5cd-1260-4663-b7ea-c64e92fc6204,user_1221,2026-08-22T21:50:56.653566+00:00,none,0,323.16,0.013,False,2,111.71
febec808-5b5c-415a-ba80-550de25faba9,user_1474,2026-09-07T18:34:11.642092+00:00,none,0,767.23,0.009,False,2,1190.86
2330a5fa-febd-46f1-a328-c5a6f677601e,user_1797,2026-09-03T05:31:42.643723+00:00,none,0,550.22,0.086,False,1,698.22
b4010883-5c6b-49a9-8b23-144271155d44,user_1447,2026-09-16T19:04:16.650211+00:00,none,0,816.49,0.048,False,1,1417.31
d63c6585-8da9-4496-a923-775f925eb5bd,user_1642,2026-09-05T06:59:52.638737+00:00,none,0,135.86,0.007,False,2,911.04
c04004a0-9bb4-4a80-b9e0-1d14427731ec,user_1852,2026-09-11T05:09:46.637273+00:00,none,0,266.62,0.036,False,2,25.3
ffc23f03-4089-4b85-abde-84722e1100d2,user_1165,2026-09-17T07:54:43.654964+00:00,impossible_travel,1,3521.06,0.036,False,1,0.36
0d412d8c-8394-4cca-a650-3a37da282236,user_1331,2026-09-20T08:10:58.646872+00:00,none,0,102.45,0.033,False,2,1044.51
02a1be3c-c869-4c7e-b2e7-f58ffdc5177f,user_1687,2026-09-03T05:38:49.643329+00:00,none,0,456.58,0.085,False,1,426.58
953a34b0-5033-4626-8471-0353926a9f5d,user_1884,2026-08-31T03:06:34.649340+00:00,none,0,511.24,0.09,False,2,34.28
bf09e72b-c6ee-4e70-86a6-6d5e2f9cce6e,user_1425,2026-08-28T03:07:58.639603+00:00,none,0,418.0,0.034,False,1,453.56
bfa46d20-e62a-41b4-af51-74a29049572c,user_1479,2026-09-05T21:02:04.637520+00:00,none,0,629.76,0.094,False,2,633.18
fa9f1840-deea-4d37-866f-f8822cf6ca81,user_1628,2026-09-10T20:36:12.642620+00:00,none,0,725.8,0.034,False,1,1323.45
aae78947-7434-4f59-a107-23a7e7833d18,user_1012,2026-08-24T00:10:47.654709+00:00,impossible_travel,1,8479.61,0.042,False,1,2.35
c5c64a6c-2dbe-487e-9909-9eb3777371b2,user_1924,2026-09-18T22:51:53.642940+00:00,none,0,451.89,0.09,False,1,177.6
263e5eab-d9b8-43c9-ad33-9f07480af789,user_1704,2026-09-02T02:17:10.654370+00:00,impossible_travel,1,9510.91,0.026,False,1,4.08
9b93b7a4-b64f-4ff0-912e-f6493c67d6a0,user_1168,2026-08-27T17:36:46.643894+00:00,none,0,126.4,0.072,False,2,158.49
988faeb1-d02d-41e2-98f5-e077422b7178,user_1185,2026-09-11T07:24:22.645648+00:00,none,0,806.13,0.025,False,2,1193.54
a503645d-360c-4e6e-8a58-1f84aa065194,user_1845,2026-08-22T21:02:36.637148+00:00,none,0,241.56,0.085,False,1,405.26
20924354-44ec-4cac-a09b-9c718239fb09,user_1695,2026-09-04T18:23:42.649172+00:00,none,0,137.46,0.062,False,1,1095.85
eed0902e-5d90-4639-9643-a3cbc74a75c2,user_1688,2026-09-17T01:00:25.657738+00:00,credential_stuffing,1,636.13,0.031,False,11,2.17
bdfd209e-741c-4bda-987c-85dae41932e6,user_1012,2026-09-01T17:53:27.652393+00:00,none,0,191.49,0.022,False,2,937.67
75f8dc66-b69c-4ba1-98b0-5d3bcd6419a8,user_1705,2026-08-30T09:36:33.655301+00:00,device_takeover,1,570.7,0.911,False,1,4.98
3e92bd9c-da17-4710-bf54-705917a70c49,user_1115,2026-09-13T10:49:52.650025+00:00,none,0,111.29,0.009,False,2,264.24
b35c4d54-7be8-4cef-8323-69c565ced9f4,user_1865,2026-08-24T09:45:14.638481+00:00,none,0,877.09,0.082,False,1,878.91
ef3a1f4b-5358-4e60-ac0f-985ae695876e,user_1284,2026-08-22T03:03:59.655705+00:00,device_takeover,1,851.64,0.942,False,1,2.87
641721cf-8db8-4917-b298-792c63475e70,user_1419,2026-09-07T08:52:30.648704+00:00,none,0,373.06,0.056,False,1,290.93
7fe09965-5f0c-4c9e-9f19-04a87feb773a,user_1616,2026-08-26T18:27:35.643999+00:00,none,0,269.02,0.07,False,2,1026.54
c31ae6d8-f31c-4f42-9b7b-cb8ee62ec7d7,user_1906,2026-09-12T10:03:12.657622+00:00,credential_stuffing,1,259.63,0.092,False,29,3.77
01bf5873-90c0-4cb1-8767-456ec1fa6ad4,user_1707,2026-09-04T13:19:30.656443+00:00,token_replay,1,777.88,0.012,True,1,3.51
13e50cd5-894d-4c62-8c62-f2d53d97b376,user_1212,2026-08-23T03:22:47.640767+00:00,none,0,129.77,0.082,False,2,1337.94
2c6e8e18-3a78-40ba-83fc-b3b1cbe23d96,user_1915,2026-09-05T19:47:04.650909+00:00,none,0,800.15,0.022,False,2,7.99
a695e76b-0cc2-4660-82f6-236900914ab7,user_1648,2026-09-09T22:33:44.645085+00:00,none,0,609.22,0.023,False,2,596.83
891be158-8abf-4028-acdd-569209095b89,user_1568,2026-09-14T13:01:30.651131+00:00,none,0,274.15,0.041,False,1,1219.41
5c9c7dcc-0aa6-4d35-919a-b4d771a82881,user_1740,2026-09-04T21:01:57.646075+00:00,none,0,713.61,0.017,False,1,859.16
535c793d-d038-4a2d-9716-8491e3fe82a1,user_1045,2026-09-15T15:32:16.654493+00:00,impossible_travel,1,5901.78,0.01,False,2,0.71
b737c944-f3d4-431c-a40a-e3307330e8ce,user_1663,2026-08-31T09:19:33.650414+00:00,none,0,800.23,0.012,False,2,648.35
5cc9bdc6-8fea-47af-b6d5-5e1ce7a3f261,user_1182,2026-08-28T12:05:56.645120+00:00,none,0,282.49,0.022,False,2,267.3
2294760b-3364-4803-a914-03afbe68e61c,user_1125,2026-08-30T14:18:33.656235+00:00,token_replay,1,715.8,0.057,True,2,1.44
21255802-6424-4bc4-87eb-54e6f551606d,user_1906,2026-09-16T06:06:42.649558+00:00,none,0,357.21,0.084,False,1,343.72
49106314-6800-4140-b2b2-d11758c24e2b,user_1293,2026-08-29T03:00:57.645359+00:00,none,0,568.54,0.014,False,1,924.23
55b917ff-dca5-48ff-bbbf-1bf34b58dfd8,user_1514,2026-09-15T11:40:10.644348+00:00,none,0,260.85,0.069,False,1,408.98
735aa6d2-126a-4d9c-b26c-2b5c7a3b07fb,user_1298,2026-08-30T18:52:56.658059+00:00,credential_stuffing,1,83.76,0.097,False,27,1.39
8ed2c04c-14b2-4da3-b5d9-a61a7e39d3d3,user_1511,2026-09-02T17:16:44.654565+00:00,impossible_travel,1,9395.94,0.081,False,1,3.94
c39f9a17-7bd2-4055-b761-931f61377717,user_1764,2026-09-06T01:28:47.649472+00:00,none,0,759.71,0.041,False,1,914.69
